11:15:24.979 [main] INFO  filecommunication.FileReader -- :: File start buffering
11:15:25.781 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount executed successfully on Order: 1, Result: True
11:15:25.787 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: wine
11:15:25.787 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateCategoryDiscount executed successfully on Order: 1, Result: wine --> 5%
11:15:25.803 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 04-18
11:15:25.804 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 1, Result: (False) waiting.... for event
11:15:25.804 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 1, Result: True
11:15:25.805 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 1, Result: 5%
11:15:25.805 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 1, Result: Visa --> 15%
11:15:25.805 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 1, Result: Store
11:15:25.870 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.872 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 2
11:15:25.874 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-22).get.toString
11:15:25.875 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-04-09
11:15:25.876 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-09).get.toString
11:15:25.877 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 2, Result: true
11:15:25.877 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -43from 2023-05-22, 2023-04-09
11:15:25.877 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: pepper
11:15:25.878 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 2, Result: False
11:15:25.878 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 04-09
11:15:25.878 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 2, Result: (False) waiting.... for event
11:15:25.890 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 2, Result: True
11:15:25.897 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 2, Result: Cash --> 15%
11:15:25.898 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 2, Result: Store
11:15:25.898 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.898 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 3
11:15:25.900 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-08-04).get.toString
11:15:25.901 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-05-09
11:15:25.902 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-09).get.toString
11:15:25.902 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 3, Result: true
11:15:25.903 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -87from 2023-08-04, 2023-05-09
11:15:25.903 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: wine
11:15:25.903 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount executed successfully on Order: 3, Result: True
11:15:25.903 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: wine
11:15:25.903 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateCategoryDiscount executed successfully on Order: 3, Result: wine --> 5%
11:15:25.904 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 05-09
11:15:25.915 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 3, Result: (False) waiting.... for event
11:15:25.915 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 3, Result: True
11:15:25.915 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 3, Result: 5%
11:15:25.915 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 3, Result: Cash --> 15%
11:15:25.916 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 3, Result: Store
11:15:25.916 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.916 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 4
11:15:25.917 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-23).get.toString
11:15:25.929 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-04-09
11:15:25.931 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-09).get.toString
11:15:25.931 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 4, Result: true
11:15:25.931 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -44from 2023-05-23, 2023-04-09
11:15:25.932 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: external supplier
11:15:25.932 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 4, Result: False
11:15:25.933 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 04-09
11:15:25.937 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 4, Result: (False) waiting.... for event
11:15:25.937 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 4, Result: True
11:15:25.937 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 4, Result: 7%
11:15:25.938 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 4, Result: Visa --> 15%
11:15:25.938 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 4, Result: App
11:15:25.940 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.941 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 5
11:15:25.944 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-28).get.toString
11:15:25.945 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-03-27
11:15:25.951 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-03-27).get.toString
11:15:25.952 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 5, Result: true
11:15:25.952 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -62from 2023-05-28, 2023-03-27
11:15:25.952 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: beans
11:15:25.953 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 5, Result: False
11:15:25.953 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 03-27
11:15:25.953 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 5, Result: (False) waiting.... for event
11:15:25.954 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 5, Result: True
11:15:25.961 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 5, Result: 7%
11:15:25.962 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 5, Result: Cash --> 15%
11:15:25.962 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 5, Result: Store
11:15:25.962 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.963 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 6
11:15:25.963 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-07-18).get.toString
11:15:25.964 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-04-27
11:15:25.964 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-27).get.toString
11:15:25.965 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 6, Result: true
11:15:25.965 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -82from 2023-07-18, 2023-04-27
11:15:25.965 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: beef
11:15:25.965 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 6, Result: False
11:15:25.965 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 04-27
11:15:25.966 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 6, Result: (False) waiting.... for event
11:15:25.966 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 6, Result: True
11:15:25.966 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 6, Result: 5%
11:15:25.966 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 6, Result: Visa --> 15%
11:15:25.966 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 6, Result: Store
11:15:25.981 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:25.982 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 7
11:15:25.982 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-28).get.toString
11:15:25.983 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-05-02
11:15:25.983 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-02).get.toString
11:15:25.984 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 7, Result: true
11:15:25.984 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -26from 2023-05-28, 2023-05-02
11:15:25.984 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-28).get.toString
11:15:25.985 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-05-02
11:15:25.985 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-02).get.toString
11:15:25.986 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -26from 2023-05-28, 2023-05-02
11:15:25.986 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateExpirationDiscount executed successfully on Order: 7, Result: True
11:15:25.986 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: bread
11:15:25.986 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 7, Result: False
11:15:26.002 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 05-02
11:15:26.003 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 7, Result: (False) waiting.... for event
11:15:26.003 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 7, Result: True
11:15:26.003 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 7, Result: Visa --> 15%
11:15:26.003 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 7, Result: Store
11:15:26.004 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:26.004 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 8
11:15:26.005 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-05-05).get.toString
11:15:26.005 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-03-17
11:15:26.017 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-03-17).get.toString
11:15:26.019 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 8, Result: true
11:15:26.025 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -49from 2023-05-05, 2023-03-17
11:15:26.025 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: zucchini
11:15:26.025 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 8, Result: False
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 03-17
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 8, Result: (False) waiting.... for event
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 8, Result: True
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 8, Result: 10%
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 8, Result: Visa --> 15%
11:15:26.026 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 8, Result: Store
11:15:26.035 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:15:26.035 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 9
11:15:26.037 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-08).get.toString
11:15:26.038 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-03-22
11:15:26.039 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-03-22).get.toString
11:15:26.039 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 9, Result: true
11:15:26.039 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -17from 2023-04-08, 2023-03-22
11:15:26.040 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-08).get.toString
11:15:26.040 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-03-22
11:15:26.041 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-03-22).get.toString
11:15:26.041 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -17from 2023-04-08, 2023-03-22
11:15:26.041 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateExpirationDiscount executed successfully on Order: 9, Result: True
11:15:26.041 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: eggs
11:15:26.041 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount check failed on Order: 9, Result: False
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 03-22
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 9, Result: (False) waiting.... for event
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 9, Result: True
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 9, Result: 10%
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 9, Result: Visa --> 15%
11:15:26.042 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 9, Result: App
11:15:26.043 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.168 [main] INFO  filecommunication.FileReader -- :: File start buffering
11:27:10.227 [main] INFO  filecommunication.FileReader -- :: file buffered successfully and closed
11:27:10.229 [main] INFO  filecommunication.FileReader -- :: File successfully read
11:27:10.320 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.324 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.325 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:27:10.423 [main] INFO  businesslogic.RuleEngine$ -- :: Order 1 qualifies for category discount
11:27:10.447 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.450 [main] INFO  businesslogic.RuleEngine$ -- :: Order 2 does not qualify for category discount
11:27:10.450 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.450 [main] INFO  businesslogic.RuleEngine$ -- :: Order 3 qualifies for category discount
11:27:10.451 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.452 [main] INFO  businesslogic.RuleEngine$ -- :: Order 4 does not qualify for category discount
11:27:10.453 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.454 [main] INFO  businesslogic.RuleEngine$ -- :: Order 5 does not qualify for category discount
11:27:10.455 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.455 [main] INFO  businesslogic.RuleEngine$ -- :: Order 6 does not qualify for category discount
11:27:10.456 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.457 [main] INFO  businesslogic.RuleEngine$ -- :: Order 7 does not qualify for category discount
11:27:10.457 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.458 [main] INFO  businesslogic.RuleEngine$ -- :: Order 8 does not qualify for category discount
11:27:10.459 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:27:10.459 [main] INFO  businesslogic.RuleEngine$ -- :: Order 9 does not qualify for category discount
11:27:10.460 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
11:29:02.701 [main] INFO  filecommunication.FileReader -- :: File start buffering
11:29:02.754 [main] INFO  filecommunication.FileReader -- :: file buffered successfully and closed
11:29:02.756 [main] INFO  filecommunication.FileReader -- :: File successfully read
11:29:03.130 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.163 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.163 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.169 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.169 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.169 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.170 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.171 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.171 [main] INFO  businesslogic.OrderProcessor$ -- :: Parse line and convert into order object
11:29:03.520 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateOrderDiscount calculate final discount for Order: 1
11:29:03.554 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-06-10).get.toString
11:29:03.584 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractDate executed successfully, Result: 2023-04-18
11:29:03.589 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: tolocalDate executed successfully, Result: Some(2023-04-18).get.toString
11:29:03.592 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyExpirationDiscount executed successfully on Order: 1, Result: true
11:29:03.596 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: subtractDate executed successfully, Result: -53from 2023-06-10, 2023-04-18
11:29:03.643 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: wine
11:29:03.645 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyCategoryDiscount executed successfully on Order: 1, Result: True
11:29:03.646 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: extractProductCategory executed successfully, Result: wine
11:29:03.649 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateCategoryDiscount executed successfully on Order: 1, Result: wine --> 5%
11:29:03.664 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: extractMMDD executed successfully, Operation Name: extractMMDD, Description: extract the month and day from timestamp or date, Return Operation: MMDD: 04-18
11:29:03.669 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifySpecialDiscount check failed on Order: 1, Result: (False) waiting.... for event
11:29:03.670 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyQuantityDiscount executed successfully on Order: 1, Result: True
11:29:03.672 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: calculateQuantityDiscount rule qualified on Order: 1, Result: 5%
11:29:03.673 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyPaymentMethodDiscount rule qualified on Order: 1, Result: Visa --> 15%
11:29:03.679 [main] INFO  businesslogic.RefactorRuleEngine$ -- :: Operation: qualifyAppUserDiscount rule qualified on Order: 1, Result: Store
11:29:03.730 [main] INFO  businesslogic.OrderProcessor$ -- :: add discount to order object and convert to processedObject
